timestamp,latitude,longitude,speed_kmh
1733133041,36.972565,-1.43564,253.0
1733133046,36.97251,-1.4356766,219.0
1733133051,36.9722583,-1.4357666,283.0
1733133056,36.9719183,-1.4356416,291.0
1733133061,36.9715566,-1.4354983,287.0
1733133066,36.970955,-1.4353033,290.0
1733133071,36.9703316,-1.43509,290.0
1733133076,36.9696966,-1.43482,293.0
1733133081,36.9690633,-1.4345483,293.0
1733133086,36.968605,-1.4343333,292.0
1733133091,36.96809,-1.4342033,266.0
1733133096,36.9675883,-1.4344683,233.0
1733133101,36.9673366,-1.43466,236.0
1733133106,36.9671533,-1.4347433,244.0
1733133111,36.967,-1.4348333,231.0
1733133116,36.9668649,-1.4349816,214.0
1733133121,36.9667533,-1.4351966,204.0
1733133126,36.9667083,-1.43534,193.0
1733133131,36.966675,-1.4355349,185.0
1733133136,36.966675,-1.4358066,169.0
1733133141,36.9666949,-1.4361483,178.0
1733133146,36.9667166,-1.4366166,174.0
1733133151,36.9667866,-1.4370449,171.0
1733133156,36.9668349,-1.4373266,163.0
1733133161,36.9668783,-1.4375033,164.0
1733133166,36.9669183,-1.43766,166.0
1733133171,36.9669666,-1.4378466,165.0
1733133176,36.9670149,-1.4380116,162.0
1733133181,36.9670883,-1.4382233,160.0
1733133186,36.9672033,-1.4385066,156.0
1733133191,36.9673583,-1.4387933,150.0
1733133196,36.9675666,-1.439105,144.0
1733133201,36.9678083,-1.4394366,144.0
1733133206,36.9680483,-1.4397533,141.0
1733133211,36.9683583,-1.4402233,152.0
1733133216,36.968575,-1.4408366,164.0
1733133221,36.9686716,-1.4413316,174.0
1733133226,36.9686216,-1.441845,184.0
1733133231,36.968565,-1.4423949,186.0
1733133236,36.9685233,-1.44296,186.0
1733133241,36.9684516,-1.443535,186.0
1733133246,36.9683733,-1.44412,186.0
1733133251,36.968315,-1.4446866,186.0
1733133256,36.9682716,-1.4452683,183.0
1733133261,36.9682583,-1.445835,178.0
1733133266,36.9682899,-1.4464,176.0
1733133271,36.9683483,-1.4471566,176.0
1733133276,36.9683866,-1.4479066,177.0
1733133281,36.9683816,-1.4485716,181.0
1733133286,36.9683333,-1.4491766,184.0
1733133291,36.968305,-1.4497233,180.0
1733133296,36.968305,-1.4503583,181.0
1733133301,36.9682483,-1.45098,187.0
1733133306,36.9681733,-1.4513666,191.0
1733133311,36.96808,-1.4518266,191.0
1733133316,36.9679533,-1.4524666,192.0
1733133321,36.9677816,-1.4531666,195.0
1733133326,36.967545,-1.4539083,196.0
1733133331,36.9673166,-1.4545316,201.0
1733133336,36.9669966,-1.4552233,204.0
1733133341,36.96675,-1.45576,206.0
1733133346,36.9665683,-1.4561433,207.0
1733133351,36.9663783,-1.4565216,206.0
1733133356,36.96621,-1.4568683,206.0
1733133361,36.9660066,-1.457285,205.0
1733133366,36.9657816,-1.4577749,205.0
1733133371,36.9655633,-1.4582066,207.0
1733133376,36.96527,-1.4587283,209.0
1733133381,36.96485,-1.459495,208.0
1733133386,36.96455,-1.460165,205.0
1733133391,36.964265,-1.4606683,207.0
1733133396,36.9641366,-1.4609516,207.0
1733133401,36.96393,-1.4613366,207.0
1733133406,36.9636316,-1.4619083,207.0
1733133411,36.9633616,-1.4624533,206.0
1733133416,36.9631783,-1.4628483,206.0
1733133421,36.9628533,-1.4634466,207.0
1733133426,36.96257,-1.46409,204.0
1733133431,36.962325,-1.4646866,202.0
1733133436,36.9621066,-1.4652116,202.0
1733133441,36.961935,-1.4656466,200.0
1733133446,36.9618,-1.466005,201.0
1733133451,36.96169,-1.4662983,199.0
1733133456,36.9615716,-1.4666133,199.0
1733133461,36.9614366,-1.466995,199.0
1733133466,36.9613283,-1.467315,198.0
1733133471,36.9612399,-1.4676033,196.0
1733133476,36.9611016,-1.46801,197.0
1733133481,36.9609916,-1.4683716,198.0
1733133486,36.9609233,-1.4685683,198.0
1733133491,36.9609033,-1.468625,198.0
1733133496,36.960875,-1.4687116,199.0
1733133501,36.960795,-1.4689866,196.0
1733133506,36.9606449,-1.4694983,196.0
1733133511,36.9604949,-1.4699433,198.0
1733133516,36.96038,-1.4703016,197.0
1733133521,36.9602666,-1.4706833,196.0
1733133526,36.9601649,-1.4710133,197.0
1733133531,36.9600866,-1.47126,197.0
1733133536,36.960065,-1.4713416,196.0
1733133541,36.96004,-1.4714183,197.0
1733133546,36.96002,-1.4714916,198.0
1733133551,36.9599816,-1.4716183,197.0
1733133556,36.9599316,-1.4717699,198.0
1733133561,36.95985,-1.4720333,196.0
1733133566,36.9597483,-1.4723583,196.0
1733133571,36.9596699,-1.4726099,197.0
1733133576,36.9595799,-1.4728983,197.0
1733133581,36.9595,-1.4731616,196.0
1733133586,36.9594,-1.47349,198.0
1733133591,36.9592949,-1.47383,197.0
1733133596,36.9591883,-1.474165,197.0
1733133601,36.9590916,-1.4744733,197.0
1733133606,36.9589866,-1.4748166,197.0
1733133611,36.9588983,-1.4751099,197.0
1733133616,36.958825,-1.4753516,196.0
1733133621,36.9587183,-1.4756949,197.0
1733133626,36.9586466,-1.4759266,196.0
1733133631,36.9586183,-1.476025,196.0
1733133636,36.9586133,-1.4760383,196.0
1733133641,36.95859,-1.47611,196.0
1733133646,36.9585566,-1.47622,197.0
1733133651,36.9585266,-1.4763083,197.0
1733133656,36.9584783,-1.4764616,196.0
1733133661,36.9584466,-1.4765783,195.0
1733133666,36.9584316,-1.476655,198.0
1733133671,36.9584333,-1.4766533,198.0
1733133676,36.9584133,-1.4767083,195.0
1733133681,36.9583466,-1.4769316,191.0
1733133686,36.9583083,-1.477095,192.0
1733133691,36.95829,-1.4772499,172.0
1733133696,36.9582833,-1.4773633,195.0
1733133701,36.95825,-1.4774733,193.0
1733133706,36.95823,-1.4775333,208.0
1733133711,36.9581833,-1.4776766,190.0
1733133716,36.9581483,-1.4778383,197.0
1733133721,36.9580966,-1.478,198.0
1733133726,36.9580166,-1.47826,195.0
1733133731,36.9579466,-1.4785083,194.0
1733133736,36.9579033,-1.4786566,202.0
1733133741,36.9578583,-1.4788166,194.0
1733133746,36.9577866,-1.4790616,196.0
1733133751,36.9577083,-1.4792883,195.0
1733133756,36.9576383,-1.4795066,198.0
1733133761,36.9576066,-1.4796449,176.0
1733133766,36.957625,-1.4797116,163.0
1733133771,36.9576583,-1.47973,163.0
1733133776,36.9576583,-1.47973,163.0
1733133781,36.9576583,-1.47973,163.0
1733133786,36.9576583,-1.47973,163.0
1733133791,36.9576583,-1.47973,163.0
1733133796,36.9576583,-1.47973,163.0
1733133801,36.9576583,-1.47973,163.0
1733133806,36.9576799,-1.4797416,110.0
1733133811,36.9576916,-1.4797433,107.0
1733133816,36.9577566,-1.4797749,96.0
1733133821,36.9578083,-1.4797833,108.0
1733133826,36.9578116,-1.4797833,95.0
1733133831,36.9578116,-1.4797833,95.0
1733133836,36.9578116,-1.4797833,95.0
1733133841,36.9578116,-1.4797833,95.0
1733133846,36.9578116,-1.4797833,95.0
1733133851,36.9578116,-1.4797833,95.0
1733133856,36.9578116,-1.4797833,95.0
1733133861,36.9578116,-1.4797833,95.0
1733133866,36.9578116,-1.4797833,95.0
1733133896,36.9578116,-1.4797833,95.0
1733133926,36.9578116,-1.4797833,95.0
1733133940,36.9578116,-1.4797833,95.0
1733133950,36.9579733,-1.4798416,115.0
1733133955,36.9580966,-1.4798783,99.0
1733133960,36.9581983,-1.4799166,114.0
1733133965,36.9583066,-1.4799566,111.0
1733133970,36.9584016,-1.480005,103.0
1733133975,36.9585349,-1.479995,93.0
1733133980,36.9585483,-1.4800833,238.0
1733133985,36.9585083,-1.4800733,275.0
1733133990,36.9585533,-1.4800716,100.0
1733133995,36.9585216,-1.4800566,301.0
1733134000,36.9583516,-1.4799933,294.0
1733134005,36.958155,-1.4799166,292.0
1733134010,36.9579783,-1.47983,295.0
1733134015,36.9579033,-1.47979,286.0
1733134020,36.9578983,-1.47978,286.0
1733134025,36.9578983,-1.47978,286.0
1733134055,36.9578983,-1.47978,286.0
1733134143,36.9578216,-1.4796983,305.0
1733134147,36.9578216,-1.4796983,305.0
1733134152,36.9578216,-1.4796983,305.0
1733134154,36.9578216,-1.4796983,305.0
1733134184,36.9578216,-1.4796983,305.0
1733134214,36.9578216,-1.4796983,305.0
1733134244,36.9578216,-1.4796983,305.0
1733134274,36.9578216,-1.4796983,305.0
1733134296,36.9578216,-1.4796983,305.0
1733134299,36.9578216,-1.4796983,305.0
1733134332,36.9576683,-1.479725,298.0
1733134337,36.9576333,-1.4796733,339.0
1733134412,36.9582483,-1.4773133,355.0
1733134417,36.958245,-1.47728,355.0
1733134422,36.958245,-1.47728,355.0
1733134427,36.958245,-1.47728,355.0
1733134432,36.95823,-1.4772133,355.0
1733134772,36.9683066,-1.4478149,356.0
1733134777,36.9682566,-1.4472416,355.0
1733134782,36.96823,-1.4468116,355.0
1733134787,36.968195,-1.4461583,357.0
1733134847,36.9685799,-1.4413316,356.0
1733134852,36.9685583,-1.44113,350.0
1733134857,36.9685249,-1.440955,347.0
1733134862,36.9684933,-1.4407999,345.0
1733134867,36.968455,-1.4406516,342.0
1733134872,36.9683933,-1.4404716,337.0
1733134877,36.968315,-1.4402883,334.0
1733134882,36.96819,-1.4400799,327.0
1733134887,36.9680849,-1.4399199,323.0
1733134892,36.9679949,-1.4398066,320.0
1733134897,36.9678183,-1.43959,322.0
1733134902,36.967535,-1.4392033,323.0
1733134907,36.9673366,-1.438895,328.0
1733134912,36.9671066,-1.4384666,335.0
1733134917,36.9669183,-1.4379333,342.0
1733134922,36.9667683,-1.4374116,346.0
1733134927,36.9666783,-1.4365883,354.0
1733134932,36.9665833,-1.4358883,355.0
1733134937,36.9665316,-1.4352033,353.0
1733134942,36.9662733,-1.4346283,325.0
1733134947,36.9660016,-1.4341683,336.0
1733134972,36.9672783,-1.4313066,102.0
1733134977,36.9678349,-1.4317783,149.0
1733134982,36.967955,-1.4325183,175.0
1733134987,36.968095,-1.4331033,157.0
1733134992,36.9686033,-1.4336099,117.0
1733134997,36.96932,-1.4339666,118.0
1733135002,36.9699633,-1.4343316,120.0
1733135007,36.97053,-1.434705,125.0
1733135012,36.971295,-1.4351433,116.0
1733135017,36.972075,-1.43553,116.0
1733135022,36.9728383,-1.4359233,116.0
1733135027,36.9734633,-1.4362266,116.0
1733135032,36.9742666,-1.4366133,115.0
1733135037,36.9750816,-1.4370183,116.0
1733135042,36.975865,-1.4373983,115.0
1733135047,36.9766616,-1.4377883,115.0
1733135052,36.9775916,-1.4382566,116.0
1733135057,36.9783466,-1.43864,114.0
1733135062,36.9789916,-1.4389266,112.0
1733135067,36.9793483,-1.43909,110.0
1733135072,36.9794266,-1.4390983,94.0
1733135077,36.9795433,-1.4390749,95.0
1733135082,36.9797366,-1.4391749,120.0
1733135087,36.97994,-1.4392983,119.0
1733136126,36.980595,-1.4380866,325.0
1733136131,36.9804783,-1.4380183,293.0
1733136136,36.9803283,-1.4379616,297.0
1733136141,36.9801833,-1.437915,286.0
1733136146,36.9800716,-1.4378716,290.0
1733136151,36.9800183,-1.4378433,292.0
1733136156,36.9799866,-1.43783,292.0
1733136161,36.9799866,-1.43783,292.0
1733136166,36.9799866,-1.43783,292.0
1733136171,36.9799866,-1.43783,292.0
1733136176,36.9799866,-1.43783,289.0
1733136181,36.9799216,-1.4378,295.0
1733136186,36.9798333,-1.4377683,290.0
1733136191,36.9798166,-1.437765,290.0
1733136196,36.9798166,-1.437765,290.0
1733136201,36.9798166,-1.437765,290.0
1733136206,36.9798166,-1.437765,290.0
1733136211,36.9798166,-1.437765,290.0
1733136216,36.97976,-1.4377316,302.0
1733136221,36.97969,-1.4376799,323.0
1733157422,36.9800266,-1.436925,118.0
1733157426,36.9800266,-1.436925,118.0
1733157427,36.9800266,-1.436925,118.0
1733157432,36.9800266,-1.436925,118.0
1733157436,36.9800266,-1.436925,118.0
1733157441,36.9800266,-1.436925,118.0
1733157442,36.9800266,-1.436925,118.0
1733157476,36.979855,-1.4369366,204.0
1733157477,36.9798483,-1.4369483,203.0
1733157482,36.9798233,-1.4370516,196.0
1733157487,36.9797883,-1.4371383,203.0
1733157492,36.9797466,-1.43723,203.0
1733157497,36.9797183,-1.4373116,204.0
1733157502,36.9796833,-1.43744,182.0
1733157507,36.97967,-1.4375216,179.0
1733157512,36.9796599,-1.4375566,190.0
1733157517,36.9796599,-1.4375566,190.0
1733157522,36.9796599,-1.4375566,190.0
1733157523,36.9796599,-1.4375566,190.0
1733157553,36.9796599,-1.4375566,190.0
1733157554,36.9796599,-1.4375566,190.0
1733157559,36.9797216,-1.4376116,107.0
1733157564,36.97996,-1.4377133,111.0
1733157569,36.980105,-1.4377783,114.0
1733157574,36.9802783,-1.4378533,112.0
1733157579,36.9804233,-1.4379133,101.0
1733157584,36.9805783,-1.4380083,144.0
1733157589,36.9806216,-1.4381133,182.0
1733157594,36.9805766,-1.4382283,212.0
1733157599,36.9805233,-1.4383783,193.0
1733157604,36.9805033,-1.4384833,194.0
1733157609,36.9804716,-1.4385916,204.0
1733157614,36.9804149,-1.4386716,207.0
1733157619,36.98037,-1.43877,201.0
1733157624,36.980295,-1.43889,213.0
1733157629,36.9802449,-1.4389866,202.0
1733157634,36.9802016,-1.4391133,195.0
1733157639,36.9801783,-1.4392216,217.0
1733157644,36.9800866,-1.4392533,289.0
1733157649,36.9800066,-1.4392116,300.0
1733157654,36.9798533,-1.4391383,299.0
1733157659,36.9797316,-1.4390733,296.0
1733157664,36.9795983,-1.4390133,290.0
1733157669,36.9794766,-1.4389566,300.0
1733157674,36.9793983,-1.4389166,293.0
1733157679,36.9792433,-1.4388466,293.0
1733157684,36.9791233,-1.4387866,294.0
1733157689,36.9790233,-1.438735,297.0
1733157694,36.9788866,-1.4386633,298.0
1733157699,36.9788016,-1.4385966,299.0
1733157704,36.97867,-1.4385533,289.0
1733157709,36.9784483,-1.4384599,291.0
1733157714,36.9781716,-1.4383366,295.0
1733157719,36.9779416,-1.4382183,297.0
1733157724,36.9776966,-1.4381033,295.0
1733157729,36.9774966,-1.43801,294.0
1733157734,36.9772333,-1.4378766,294.0
1733157739,36.9769933,-1.4377566,299.0
1733157744,36.97682,-1.4376533,291.0
1733157749,36.9766833,-1.4376083,299.0
1733157809,36.9772133,-1.4364466,87.0
1733157814,36.97731,-1.4365133,119.0
1733157819,36.9775016,-1.4366166,116.0
1733157824,36.9775883,-1.4366783,143.0
1733157829,36.9775999,-1.4367066,143.0
1733157834,36.9775999,-1.4367066,143.0
1733157839,36.9775999,-1.4367066,143.0
1733157844,36.9775999,-1.4367066,143.0
1733157849,36.9775999,-1.4367066,143.0
1733157854,36.9775999,-1.4367066,143.0
1733157856,36.9775999,-1.4367066,143.0
1733157860,36.9775999,-1.4367066,143.0
1733157890,36.9775999,-1.4367066,143.0
1733157917,36.9775999,-1.4367066,143.0
1733157947,36.9775999,-1.4367066,143.0
1733157977,36.9775999,-1.4367066,143.0
1733158007,36.9775999,-1.4367066,143.0
1733158037,36.9775999,-1.4367066,143.0
1733158067,36.9775999,-1.4367066,143.0
1733158097,36.9775999,-1.4367066,143.0
1733158127,36.9775999,-1.4367066,143.0
1733158157,36.9775999,-1.4367066,143.0
1733158187,36.9775999,-1.4367066,143.0
1733158217,36.9775999,-1.4367066,143.0
1733158247,36.9775999,-1.4367066,143.0
1733158277,36.9775999,-1.4367066,143.0
1733158307,36.9775999,-1.4367066,143.0
1733158337,36.9775999,-1.4367066,143.0
1733158367,36.9775999,-1.4367066,143.0
1733158397,36.9775999,-1.4367066,143.0
1733158427,36.9775999,-1.4367066,143.0
1733158457,36.9775999,-1.4367066,143.0
1733158487,36.9775999,-1.4367066,143.0
1733158517,36.9775999,-1.4367066,143.0
1733158547,36.9775999,-1.4367066,143.0
1733158577,36.9775999,-1.4367066,143.0
1733158607,36.9775999,-1.4367066,143.0
1733158637,36.9775999,-1.4367066,143.0
1733158667,36.9775999,-1.4367066,143.0
1733158697,36.9775999,-1.4367066,143.0
1733158727,36.9775999,-1.4367066,143.0
1733158757,36.9775999,-1.4367066,143.0
1733158787,36.9775999,-1.4367066,143.0
1733158817,36.9775999,-1.4367066,143.0
1733158847,36.9775999,-1.4367066,143.0
1733158877,36.9775999,-1.4367066,143.0
1733158907,36.9775999,-1.4367066,143.0
1733158937,36.9775999,-1.4367066,143.0
1733158967,36.9775999,-1.4367066,143.0
1733158997,36.9775999,-1.4367066,143.0
1733159027,36.9775999,-1.4367066,143.0
1733159057,36.9775999,-1.4367066,143.0
1733159087,36.9775999,-1.4367066,143.0
1733159117,36.9775999,-1.4367066,143.0
1733159147,36.9775999,-1.4367066,143.0
1733159177,36.9775999,-1.4367066,143.0
1733159207,36.9775999,-1.4367066,143.0
1733159237,36.9775999,-1.4367066,143.0
1733159267,36.9775999,-1.4367066,143.0
1733159297,36.9775999,-1.4367066,143.0
1733159327,36.9775999,-1.4367066,143.0
1733159357,36.9775999,-1.4367066,143.0
1733159387,36.9775999,-1.4367066,143.0
1733159417,36.9775999,-1.4367066,143.0
1733159447,36.9775999,-1.4367066,143.0
1733159477,36.9775999,-1.4367066,143.0
1733159507,36.9775999,-1.4367066,143.0
1733159537,36.9775999,-1.4367066,143.0
1733159567,36.9775999,-1.4367066,143.0
1733159597,36.9775999,-1.4367066,143.0
1733159627,36.9775999,-1.4367066,143.0
1733159657,36.9775999,-1.4367066,143.0
1733159687,36.9775999,-1.4367066,143.0
1733159717,36.9775999,-1.4367066,143.0
1733159747,36.9775999,-1.4367066,143.0
1733159777,36.9775999,-1.4367066,143.0
1733159807,36.9775999,-1.4367066,143.0
1733159837,36.9775999,-1.4367066,143.0
1733159867,36.9775999,-1.4367066,143.0
1733159897,36.9775999,-1.4367066,143.0
1733159927,36.9775999,-1.4367066,143.0
1733159957,36.9775999,-1.4367066,143.0
1733159987,36.9775999,-1.4367066,143.0
1733160017,36.9775999,-1.4367066,143.0
1733160047,36.9775999,-1.4367066,143.0
1733160077,36.9775999,-1.4367066,143.0
1733160107,36.9775999,-1.4367066,143.0
1733160137,36.9775999,-1.4367066,143.0
1733160167,36.9775999,-1.4367066,143.0
1733160197,36.9775999,-1.4367066,143.0
1733160227,36.9775999,-1.4367066,143.0
1733160257,36.9775999,-1.4367066,143.0
1733160287,36.9775999,-1.4367066,143.0
1733160317,36.9775999,-1.4367066,143.0
1733160347,36.9775999,-1.4367066,143.0
1733160377,36.9775999,-1.4367066,143.0
1733160407,36.9775999,-1.4367066,143.0
1733160437,36.9775999,-1.4367066,143.0
1733160467,36.9775999,-1.4367066,143.0
1733160497,36.9775999,-1.4367066,143.0
1733160527,36.9775999,-1.4367066,143.0
1733160557,36.9775999,-1.4367066,143.0
1733160587,36.9775999,-1.4367066,143.0
1733160617,36.9775999,-1.4367066,143.0
1733160647,36.9775999,-1.4367066,143.0
1733160677,36.9775999,-1.4367066,143.0
1733160707,36.9775999,-1.4367066,143.0
1733160737,36.9775999,-1.4367066,143.0
1733160767,36.9775999,-1.4367066,143.0
1733160797,36.9775999,-1.4367066,143.0
1733160827,36.9775999,-1.4367066,143.0
1733160857,36.9775999,-1.4367066,143.0
1733160887,36.9775999,-1.4367066,143.0
1733160917,36.9775999,-1.4367066,143.0
1733160947,36.9775999,-1.4367066,143.0
1733160977,36.9775999,-1.4367066,143.0
1733161007,36.9775999,-1.4367066,143.0
1733161037,36.9775999,-1.4367066,143.0
1733161067,36.9775999,-1.4367066,143.0
1733161097,36.9775999,-1.4367066,143.0
1733161127,36.9775999,-1.4367066,143.0
1733161157,36.9775999,-1.4367066,143.0
1733161187,36.9775999,-1.4367066,143.0
1733161217,36.9775999,-1.4367066,143.0
1733161247,36.9775999,-1.4367066,143.0
1733161277,36.9775999,-1.4367066,143.0
1733161307,36.9775999,-1.4367066,143.0
1733161337,36.9775999,-1.4367066,143.0
1733161367,36.9775999,-1.4367066,143.0
1733161397,36.9775999,-1.4367066,143.0
1733161427,36.9775999,-1.4367066,143.0
1733161457,36.9775999,-1.4367066,143.0
1733161487,36.9775999,-1.4367066,143.0
1733161517,36.9775999,-1.4367066,143.0
1733161547,36.9775999,-1.4367066,143.0
1733161577,36.9775999,-1.4367066,143.0
1733161607,36.9775999,-1.4367066,143.0
1733161637,36.9775999,-1.4367066,143.0
1733161667,36.9775999,-1.4367066,143.0
1733161697,36.9775999,-1.4367066,143.0
1733161727,36.9775999,-1.4367066,143.0
1733161757,36.9775999,-1.4367066,143.0
1733161787,36.9775999,-1.4367066,143.0
1733161817,36.9775999,-1.4367066,143.0
1733161847,36.9775999,-1.4367066,143.0
1733161877,36.9775999,-1.4367066,143.0
1733161907,36.9775999,-1.4367066,143.0
1733161937,36.9775999,-1.4367066,143.0
1733161967,36.9775999,-1.4367066,143.0
1733161997,36.9775999,-1.4367066,143.0
1733162027,36.9775999,-1.4367066,143.0
1733162057,36.9775999,-1.4367066,143.0
1733162087,36.9775999,-1.4367066,143.0
1733162117,36.9775999,-1.4367066,143.0
1733162147,36.9775999,-1.4367066,143.0
1733162177,36.9775999,-1.4367066,143.0
1733162207,36.9775999,-1.4367066,143.0
1733162237,36.9775999,-1.4367066,143.0
1733162267,36.9775999,-1.4367066,143.0
1733162297,36.9775999,-1.4367066,143.0
1733162327,36.9775999,-1.4367066,143.0
1733162357,36.9775999,-1.4367066,143.0
1733162387,36.9775999,-1.4367066,143.0
1733162417,36.9775999,-1.4367066,143.0
1733162447,36.9775999,-1.4367066,143.0
1733162477,36.9775999,-1.4367066,143.0
1733162507,36.9775999,-1.4367066,143.0
1733162537,36.9775999,-1.4367066,143.0
1733162567,36.9775999,-1.4367066,143.0
1733162597,36.9775999,-1.4367066,143.0
1733162627,36.9775999,-1.4367066,143.0
1733162657,36.9775999,-1.4367066,143.0
1733162687,36.9775999,-1.4367066,143.0
1733162717,36.9775999,-1.4367066,143.0
1733162747,36.9775999,-1.4367066,143.0
1733162777,36.9775999,-1.4367066,143.0
1733162807,36.9775999,-1.4367066,143.0
1733162837,36.9775999,-1.4367066,143.0
1733162867,36.9775999,-1.4367066,143.0
1733162897,36.9775999,-1.4367066,143.0
1733162927,36.9775999,-1.4367066,143.0
1733162957,36.9775999,-1.4367066,143.0
1733162987,36.9775999,-1.4367066,143.0
1733163017,36.9775999,-1.4367066,143.0
1733163047,36.9775999,-1.4367066,143.0
1733163077,36.9775999,-1.4367066,143.0
1733163107,36.9775999,-1.4367066,143.0
1733163137,36.9775999,-1.4367066,143.0
1733163167,36.9775999,-1.4367066,143.0
1733163197,36.9775999,-1.4367066,143.0
1733163227,36.9775999,-1.4367066,143.0
1733163257,36.9775999,-1.4367066,143.0
1733163287,36.9775999,-1.4367066,143.0
1733163317,36.9775999,-1.4367066,143.0
1733163347,36.9775999,-1.4367066,143.0
1733163377,36.9775999,-1.4367066,143.0
1733163407,36.9775999,-1.4367066,143.0
1733163437,36.9775999,-1.4367066,143.0
1733163467,36.9775999,-1.4367066,143.0
1733163497,36.9775999,-1.4367066,143.0
1733163527,36.9775999,-1.4367066,143.0
1733163557,36.9775999,-1.4367066,143.0
1733163587,36.9775999,-1.4367066,143.0
1733163617,36.9775999,-1.4367066,143.0
1733163647,36.9775999,-1.4367066,143.0
1733163677,36.9775999,-1.4367066,143.0
1733163707,36.9775999,-1.4367066,143.0
1733163737,36.9775999,-1.4367066,143.0
1733163767,36.9775999,-1.4367066,143.0
1733163797,36.9775999,-1.4367066,143.0
1733163827,36.9775999,-1.4367066,143.0
1733163857,36.9775999,-1.4367066,143.0
1733163887,36.9775999,-1.4367066,143.0
1733163917,36.9775999,-1.4367066,143.0
1733163947,36.9775999,-1.4367066,143.0
1733163977,36.9775999,-1.4367066,143.0
1733164007,36.9775999,-1.4367066,143.0
1733164037,36.9775999,-1.4367066,143.0
1733164067,36.9775999,-1.4367066,143.0
1733164097,36.9775999,-1.4367066,143.0
1733164127,36.9775999,-1.4367066,143.0
1733164157,36.9775999,-1.4367066,143.0
1733164187,36.9775999,-1.4367066,143.0
1733164217,36.9775999,-1.4367066,143.0
1733164247,36.9775999,-1.4367066,143.0
1733164277,36.9775999,-1.4367066,143.0
1733164307,36.9775999,-1.4367066,143.0
1733164337,36.9775999,-1.4367066,143.0
1733164367,36.9775999,-1.4367066,143.0
1733164397,36.9775999,-1.4367066,143.0
1733164427,36.9775999,-1.4367066,143.0
1733164457,36.9775999,-1.4367066,143.0
1733164487,36.9775999,-1.4367066,143.0
1733164517,36.9775999,-1.4367066,143.0
1733164547,36.9775999,-1.4367066,143.0
1733164577,36.9775999,-1.4367066,143.0
1733164607,36.9775999,-1.4367066,143.0
1733164637,36.9775999,-1.4367066,143.0
1733164667,36.9775999,-1.4367066,143.0
1733164697,36.9775999,-1.4367066,143.0
1733164727,36.9775999,-1.4367066,143.0
1733164757,36.9775999,-1.4367066,143.0
1733164787,36.9775999,-1.4367066,143.0
1733164817,36.9775999,-1.4367066,143.0
1733164847,36.9775999,-1.4367066,143.0
1733164877,36.9775999,-1.4367066,143.0
